date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1991-01-01,-18.2,4.9,30,"1961-01-01 1990-01-01",85.2,3.71,30,"1961-01-01 1990-01-01",-14.55,5.25,30,"1961-01-01 1990-01-01",17.97,2.11,30,"1961-01-01 1990-01-01",-27.54,4.78,30,"1961-01-01 1990-01-01",66.76,4.02,30,"1961-01-01 1990-01-01",-25.25,5.36,30,"1961-01-01 1990-01-01",1.39,0.69,30,"1961-01-01 1990-01-01",20.41,10.47,30,"1961-01-01 1990-01-01",,,,,,,,,28.4,10.63,30,"1961-01-01 1990-01-01",,,,
1990-12-01,-15.59,4.53,30,"1960-12-01 1989-12-01",86.74,4.34,30,"1960-12-01 1989-12-01",-12.35,4.49,30,"1960-12-01 1989-12-01",17.2,2.15,30,"1960-12-01 1989-12-01",-24.22,4.78,30,"1960-12-01 1989-12-01",69.72,5.39,30,"1960-12-01 1989-12-01",-21.8,4.57,30,"1960-12-01 1989-12-01",1.34,0.67,30,"1960-12-01 1989-12-01",24.21,10.44,30,"1960-12-01 1989-12-01",,,,,,,,,20.1,8.34,30,"1960-12-01 1989-12-01",,,,
1990-11-01,-8.16,3.51,30,"1960-11-01 1989-11-01",89.01,3.93,30,"1960-11-01 1989-11-01",-4.4,3.63,30,"1960-11-01 1989-11-01",17.86,2.49,30,"1960-11-01 1989-11-01",-15.7,4.29,30,"1960-11-01 1989-11-01",69.05,5.38,30,"1960-11-01 1989-11-01",-13.39,3.96,30,"1960-11-01 1989-11-01",1.64,0.78,30,"1960-11-01 1989-11-01",24.79,12.14,30,"1960-11-01 1989-11-01",,,,,,,,,8.7,6.74,30,"1960-11-01 1989-11-01",,,,
1990-10-01,1.15,1.2,30,"1960-10-01 1989-10-01",89.66,3.04,30,"1960-10-01 1989-10-01",8.49,2.31,30,"1960-10-01 1989-10-01",20.22,2.57,30,"1960-10-01 1989-10-01",-4.68,1.53,30,"1960-10-01 1989-10-01",54.57,5.94,30,"1960-10-01 1989-10-01",-1.82,1.34,30,"1960-10-01 1989-10-01",1.94,0.77,30,"1960-10-01 1989-10-01",32.18,19.87,30,"1960-10-01 1989-10-01",,,,,,,,,0.8,1.01,30,"1960-10-01 1989-10-01",,,,
1990-09-01,6.89,1.94,30,"1960-09-01 1989-09-01",92.91,2.96,30,"1960-09-01 1989-09-01",15.01,2.63,30,"1960-09-01 1989-09-01",19.21,2.24,30,"1960-09-01 1989-09-01",0.97,1.92,30,"1960-09-01 1989-09-01",51.41,6.41,30,"1960-09-01 1989-09-01",3.16,1.79,30,"1960-09-01 1989-09-01",1.56,0.77,30,"1960-09-01 1989-09-01",52.15,30.69,30,"1960-09-01 1989-09-01",,,,,,,,,0.1,0.51,30,"1960-09-01 1989-09-01",,,,
1990-08-01,12.29,1.27,30,"1960-08-01 1989-08-01",93.34,2.83,30,"1960-08-01 1989-08-01",21.72,2.2,30,"1960-08-01 1989-08-01",18.92,1.91,30,"1960-08-01 1989-08-01",6.32,1.32,30,"1960-08-01 1989-08-01",47.07,5.43,30,"1960-08-01 1989-08-01",8.46,1.52,30,"1960-08-01 1989-08-01",1.03,0.53,30,"1960-08-01 1989-08-01",72.97,38.8,30,"1960-08-01 1989-08-01",,,,,,,,,0,0,30,"1960-08-01 1989-08-01",,,,
1990-07-01,13.12,0.93,30,"1960-07-01 1989-07-01",91.25,2.95,30,"1960-07-01 1989-07-01",23.23,1.29,30,"1960-07-01 1989-07-01",19.84,1.64,30,"1960-07-01 1989-07-01",7.1,1.17,30,"1960-07-01 1989-07-01",44.29,4,30,"1960-07-01 1989-07-01",9.97,1.11,30,"1960-07-01 1989-07-01",1.13,0.66,30,"1960-07-01 1989-07-01",83.12,33.62,30,"1960-07-01 1989-07-01",,,,,,,,,0,0,30,"1960-07-01 1989-07-01",,,,
1990-06-01,10.08,1.22,30,"1960-06-01 1989-06-01",88,4,30,"1960-06-01 1989-06-01",21.35,1.14,30,"1960-06-01 1989-06-01",20.95,1.98,30,"1960-06-01 1989-06-01",3.45,1.57,30,"1960-06-01 1989-06-01",39.72,5.34,30,"1960-06-01 1989-06-01",7.62,1.16,30,"1960-06-01 1989-06-01",1.47,0.73,30,"1960-06-01 1989-06-01",61.37,26.56,30,"1960-06-01 1989-06-01",,,,,,,,,0,0,30,"1960-06-01 1989-06-01",,,,
1990-05-01,4.23,1.14,30,"1960-05-01 1989-05-01",83.02,3.95,30,"1960-05-01 1989-05-01",17.01,1.98,30,"1960-05-01 1989-05-01",22.03,1.78,30,"1960-05-01 1989-05-01",-2.67,1.26,30,"1960-05-01 1989-05-01",34.53,4.4,30,"1960-05-01 1989-05-01",2.96,1.38,30,"1960-05-01 1989-05-01",1.87,0.74,30,"1960-05-01 1989-05-01",41.58,25.36,30,"1960-05-01 1989-05-01",,,,,,,,,0.1,0.13,30,"1960-05-01 1989-05-01",,,,
1990-04-01,-1.54,1.56,30,"1960-04-01 1989-04-01",83.26,4.53,30,"1960-04-01 1989-04-01",9.37,3.16,30,"1960-04-01 1989-04-01",21.58,1.97,30,"1960-04-01 1989-04-01",-8.74,1.76,30,"1960-04-01 1989-04-01",38.83,6.61,30,"1960-04-01 1989-04-01",-3.76,2.32,30,"1960-04-01 1989-04-01",2.06,0.82,30,"1960-04-01 1989-04-01",21.05,12.68,30,"1960-04-01 1989-04-01",,,,,,,,,9.2,8.69,30,"1960-04-01 1989-04-01",,,,
1990-03-01,-8.15,2.65,30,"1960-03-01 1989-03-01",85.09,3.92,30,"1960-03-01 1989-03-01",-1.39,3.28,30,"1960-03-01 1989-03-01",19.48,1.61,30,"1960-03-01 1989-03-01",-18.32,4.09,30,"1960-03-01 1989-03-01",52.26,5.06,30,"1960-03-01 1989-03-01",-15.09,4.27,30,"1960-03-01 1989-03-01",1.61,0.55,30,"1960-03-01 1989-03-01",18.46,10.05,30,"1960-03-01 1989-03-01",,,,,,,,,29.4,13.79,30,"1960-03-01 1989-03-01",,,,
1990-02-01,-13.54,4.57,30,"1960-02-01 1989-02-01",84.98,4.42,30,"1960-02-01 1989-02-01",-8.49,4.86,30,"1960-02-01 1989-02-01",18.5,1.44,30,"1960-02-01 1989-02-01",-23.85,4.95,30,"1960-02-01 1989-02-01",60.71,5.72,30,"1960-02-01 1989-02-01",-21.08,4.89,30,"1960-02-01 1989-02-01",1.43,0.66,30,"1960-02-01 1989-02-01",16.1,10.27,30,"1960-02-01 1989-02-01",,,,,,,,,31.6,12.28,30,"1960-02-01 1989-02-01",,,,
1990-01-01,-18.24,4.9,30,"1960-01-01 1989-01-01",85.45,3.59,30,"1960-01-01 1989-01-01",-14.66,5.24,30,"1960-01-01 1989-01-01",17.94,2.09,30,"1960-01-01 1989-01-01",-27.59,4.79,30,"1960-01-01 1989-01-01",67.12,4.15,30,"1960-01-01 1989-01-01",-25.32,5.35,30,"1960-01-01 1989-01-01",1.44,0.66,30,"1960-01-01 1989-01-01",21.37,11.34,30,"1960-01-01 1989-01-01",,,,,,,,,27.9,10.58,30,"1960-01-01 1989-01-01",,,,
1989-12-01,-15.28,4.82,30,"1959-12-01 1988-12-01",87.13,4.31,30,"1959-12-01 1988-12-01",-12.04,4.82,30,"1959-12-01 1988-12-01",17.27,2.23,30,"1959-12-01 1988-12-01",-23.84,5.1,30,"1959-12-01 1988-12-01",70.02,5.27,30,"1959-12-01 1988-12-01",-21.43,4.95,30,"1959-12-01 1988-12-01",1.45,0.79,30,"1959-12-01 1988-12-01",23.59,10.91,30,"1959-12-01 1988-12-01",,,,,,,,,19.2,8.36,30,"1959-12-01 1988-12-01",,,,
1989-11-01,-8.07,3.47,30,"1959-11-01 1988-11-01",89.23,3.81,30,"1959-11-01 1988-11-01",-4.33,3.59,30,"1959-11-01 1988-11-01",17.8,2.42,30,"1959-11-01 1988-11-01",-15.57,4.19,30,"1959-11-01 1988-11-01",69.15,5.39,30,"1959-11-01 1988-11-01",-13.26,3.87,30,"1959-11-01 1988-11-01",1.69,0.83,30,"1959-11-01 1988-11-01",24.79,12.14,30,"1959-11-01 1988-11-01",,,,,,,,,8.5,6.4,30,"1959-11-01 1988-11-01",,,,
1989-10-01,1.12,1.24,30,"1959-10-01 1988-10-01",89.87,2.97,30,"1959-10-01 1988-10-01",8.38,2.43,30,"1959-10-01 1988-10-01",20.24,2.57,30,"1959-10-01 1988-10-01",-4.75,1.59,30,"1959-10-01 1988-10-01",54.65,5.96,30,"1959-10-01 1988-10-01",-1.87,1.38,30,"1959-10-01 1988-10-01",2.02,0.77,30,"1959-10-01 1988-10-01",32.6,19.68,30,"1959-10-01 1988-10-01",,,,,,,,,0.9,1.05,30,"1959-10-01 1988-10-01",,,,
1989-09-01,6.86,1.93,30,"1959-09-01 1988-09-01",93.03,2.99,30,"1959-09-01 1988-09-01",14.95,2.65,30,"1959-09-01 1988-09-01",19.3,2.31,30,"1959-09-01 1988-09-01",0.94,1.92,30,"1959-09-01 1988-09-01",51.4,6.41,30,"1959-09-01 1988-09-01",3.16,1.79,30,"1959-09-01 1988-09-01",1.67,0.89,30,"1959-09-01 1988-09-01",51.75,30.51,30,"1959-09-01 1988-09-01",,,,,,,,,0.1,0.51,30,"1959-09-01 1988-09-01",,,,
1989-08-01,12.19,1.26,30,"1959-08-01 1988-08-01",93.6,2.83,30,"1959-08-01 1988-08-01",21.49,2.35,30,"1959-08-01 1988-08-01",19.06,1.87,30,"1959-08-01 1988-08-01",6.22,1.27,30,"1959-08-01 1988-08-01",47.51,5.88,30,"1959-08-01 1988-08-01",8.32,1.46,30,"1959-08-01 1988-08-01",1.07,0.53,30,"1959-08-01 1988-08-01",76.26,39.03,30,"1959-08-01 1988-08-01",,,,,,,,,0,0,30,"1959-08-01 1988-08-01",,,,
1989-07-01,13.1,0.92,30,"1959-07-01 1988-07-01",91.43,2.8,30,"1959-07-01 1988-07-01",23.2,1.26,30,"1959-07-01 1988-07-01",19.94,1.72,30,"1959-07-01 1988-07-01",7,1.17,30,"1959-07-01 1988-07-01",44.14,4.12,30,"1959-07-01 1988-07-01",9.88,1.08,30,"1959-07-01 1988-07-01",1.17,0.64,30,"1959-07-01 1988-07-01",81.06,33.98,30,"1959-07-01 1988-07-01",,,,,,,,,0,0,30,"1959-07-01 1988-07-01",,,,
1989-06-01,10.05,1.23,30,"1959-06-01 1988-06-01",88.19,4.07,30,"1959-06-01 1988-06-01",21.29,1.23,30,"1959-06-01 1988-06-01",21.03,1.99,30,"1959-06-01 1988-06-01",3.36,1.58,30,"1959-06-01 1988-06-01",39.5,5.2,30,"1959-06-01 1988-06-01",7.5,1.24,30,"1959-06-01 1988-06-01",1.5,0.74,30,"1959-06-01 1988-06-01",61.15,26.32,30,"1959-06-01 1988-06-01",,,,,,,,,0,0,30,"1959-06-01 1988-06-01",,,,
1989-05-01,4.17,1.21,30,"1959-05-01 1988-05-01",83.35,4.07,30,"1959-05-01 1988-05-01",16.86,2.15,30,"1959-05-01 1988-05-01",22.17,1.8,30,"1959-05-01 1988-05-01",-2.76,1.36,30,"1959-05-01 1988-05-01",34.61,4.47,30,"1959-05-01 1988-05-01",2.78,1.63,30,"1959-05-01 1988-05-01",1.91,0.72,30,"1959-05-01 1988-05-01",39.99,24.53,30,"1959-05-01 1988-05-01",,,,,,,,,0.1,0.31,30,"1959-05-01 1988-05-01",,,,
1989-04-01,-1.42,1.48,30,"1959-04-01 1988-04-01",83.55,4.39,30,"1959-04-01 1988-04-01",9.39,3.16,30,"1959-04-01 1988-04-01",21.75,1.91,30,"1959-04-01 1988-04-01",-8.67,1.73,30,"1959-04-01 1988-04-01",38.88,6.58,30,"1959-04-01 1988-04-01",-3.72,2.31,30,"1959-04-01 1988-04-01",2.15,0.83,30,"1959-04-01 1988-04-01",21.67,12.32,30,"1959-04-01 1988-04-01",,,,,,,,,9.1,8.7,30,"1959-04-01 1988-04-01",,,,
1989-03-01,-7.82,2.39,30,"1959-03-01 1988-03-01",85.53,3.64,30,"1959-03-01 1988-03-01",-1.15,3.19,30,"1959-03-01 1988-03-01",19.54,1.66,30,"1959-03-01 1988-03-01",-18,3.9,30,"1959-03-01 1988-03-01",52.56,4.67,30,"1959-03-01 1988-03-01",-14.8,4.18,30,"1959-03-01 1988-03-01",1.64,0.58,30,"1959-03-01 1988-03-01",18.32,9.99,30,"1959-03-01 1988-03-01",,,,,,,,,29.3,13.75,30,"1959-03-01 1988-03-01",,,,
1989-02-01,-13.38,4.54,30,"1959-02-01 1988-02-01",85.41,4.12,30,"1959-02-01 1988-02-01",-8.42,4.87,30,"1959-02-01 1988-02-01",18.47,1.4,30,"1959-02-01 1988-02-01",-23.83,4.94,30,"1959-02-01 1988-02-01",61.09,4.99,30,"1959-02-01 1988-02-01",-21.1,4.9,30,"1959-02-01 1988-02-01",1.36,0.58,30,"1959-02-01 1988-02-01",16.47,10.1,30,"1959-02-01 1988-02-01",,,,,,,,,32.2,12.23,30,"1959-02-01 1988-02-01",,,,
1989-01-01,-18.57,5.04,30,"1959-01-01 1988-01-01",85.76,3.4,30,"1959-01-01 1988-01-01",-15.04,5.32,30,"1959-01-01 1988-01-01",17.97,2.12,30,"1959-01-01 1988-01-01",-27.84,4.94,30,"1959-01-01 1988-01-01",67.15,4.11,30,"1959-01-01 1988-01-01",-25.6,5.42,30,"1959-01-01 1988-01-01",1.49,0.76,30,"1959-01-01 1988-01-01",22.06,11.83,30,"1959-01-01 1988-01-01",,,,,,,,,27.9,10.59,30,"1959-01-01 1988-01-01",,,,
1988-12-01,-15.32,4.8,30,"1958-12-01 1987-12-01",87.34,4.24,30,"1958-12-01 1987-12-01",-12.13,4.78,30,"1958-12-01 1987-12-01",17.35,2.24,30,"1958-12-01 1987-12-01",-23.92,5.08,30,"1958-12-01 1987-12-01",70.27,5.15,30,"1958-12-01 1987-12-01",-21.5,4.91,30,"1958-12-01 1987-12-01",1.49,0.78,30,"1958-12-01 1987-12-01",24.2,10.98,30,"1958-12-01 1987-12-01",,,,,,,,,19,8.29,30,"1958-12-01 1987-12-01",,,,
1988-11-01,-8.08,3.47,30,"1958-11-01 1987-11-01",89.14,3.77,30,"1958-11-01 1987-11-01",-4.28,3.59,30,"1958-11-01 1987-11-01",17.83,2.42,30,"1958-11-01 1987-11-01",-15.61,4.19,30,"1958-11-01 1987-11-01",68.76,5.27,30,"1958-11-01 1987-11-01",-13.26,3.87,30,"1958-11-01 1987-11-01",1.71,0.82,30,"1958-11-01 1987-11-01",24.34,12.25,30,"1958-11-01 1987-11-01",,,,,,,,,7.8,5.89,30,"1958-11-01 1987-11-01",,,,
1988-10-01,1.13,1.24,30,"1958-10-01 1987-10-01",89.93,2.97,30,"1958-10-01 1987-10-01",8.42,2.46,30,"1958-10-01 1987-10-01",20.38,2.53,30,"1958-10-01 1987-10-01",-4.73,1.59,30,"1958-10-01 1987-10-01",54.37,6.15,30,"1958-10-01 1987-10-01",-1.83,1.37,30,"1958-10-01 1987-10-01",2.05,0.75,30,"1958-10-01 1987-10-01",32.11,19.95,30,"1958-10-01 1987-10-01",,,,,,,,,0.8,0.96,30,"1958-10-01 1987-10-01",,,,
1988-09-01,6.87,1.93,30,"1958-09-01 1987-09-01",93.28,2.9,30,"1958-09-01 1987-09-01",14.87,2.65,30,"1958-09-01 1987-09-01",19.31,2.32,30,"1958-09-01 1987-09-01",0.97,1.91,30,"1958-09-01 1987-09-01",51.73,6.25,30,"1958-09-01 1987-09-01",3.13,1.8,30,"1958-09-01 1987-09-01",1.67,0.89,30,"1958-09-01 1987-09-01",53.37,29.66,30,"1958-09-01 1987-09-01",,,,,,,,,0.1,0.51,30,"1958-09-01 1987-09-01",,,,
1988-08-01,12.22,1.27,30,"1958-08-01 1987-08-01",93.71,2.78,30,"1958-08-01 1987-08-01",21.51,2.35,30,"1958-08-01 1987-08-01",19.12,1.91,30,"1958-08-01 1987-08-01",6.17,1.27,30,"1958-08-01 1987-08-01",47.36,5.95,30,"1958-08-01 1987-08-01",8.29,1.45,30,"1958-08-01 1987-08-01",1.04,0.54,30,"1958-08-01 1987-08-01",76.25,39.03,30,"1958-08-01 1987-08-01",,,,,,,,,0,0,30,"1958-08-01 1987-08-01",,,,
1988-07-01,13.15,0.94,30,"1958-07-01 1987-07-01",91.52,2.78,30,"1958-07-01 1987-07-01",23.22,1.25,30,"1958-07-01 1987-07-01",19.91,1.68,30,"1958-07-01 1987-07-01",6.94,1.19,30,"1958-07-01 1987-07-01",44.1,4.09,30,"1958-07-01 1987-07-01",9.8,1.09,30,"1958-07-01 1987-07-01",1.16,0.62,30,"1958-07-01 1987-07-01",77.92,34.72,30,"1958-07-01 1987-07-01",,,,,,,,,0,0,30,"1958-07-01 1987-07-01",,,,
1988-06-01,9.96,1.21,30,"1958-06-01 1987-06-01",88.32,4.05,30,"1958-06-01 1987-06-01",21.22,1.25,30,"1958-06-01 1987-06-01",21.03,1.99,30,"1958-06-01 1987-06-01",3.18,1.63,30,"1958-06-01 1987-06-01",39.25,5.11,30,"1958-06-01 1987-06-01",7.31,1.32,30,"1958-06-01 1987-06-01",1.45,0.72,30,"1958-06-01 1987-06-01",58.56,26.28,30,"1958-06-01 1987-06-01",,,,,,,,,0,0,30,"1958-06-01 1987-06-01",,,,
1988-05-01,4.23,1.26,30,"1958-05-01 1987-05-01",83.62,4.19,30,"1958-05-01 1987-05-01",16.89,2.17,30,"1958-05-01 1987-05-01",22.27,1.89,30,"1958-05-01 1987-05-01",-2.73,1.38,30,"1958-05-01 1987-05-01",34.66,4.48,30,"1958-05-01 1987-05-01",2.74,1.62,30,"1958-05-01 1987-05-01",1.93,0.7,30,"1958-05-01 1987-05-01",40.11,24.43,30,"1958-05-01 1987-05-01",,,,,,,,,0.1,0.32,30,"1958-05-01 1987-05-01",,,,
1988-04-01,-1.3,1.51,30,"1958-04-01 1987-04-01",84.12,4.49,30,"1958-04-01 1987-04-01",9.31,3.16,30,"1958-04-01 1987-04-01",21.73,1.9,30,"1958-04-01 1987-04-01",-8.56,1.85,30,"1958-04-01 1987-04-01",39.31,6.77,30,"1958-04-01 1987-04-01",-3.69,2.33,30,"1958-04-01 1987-04-01",2.14,0.83,30,"1958-04-01 1987-04-01",21.41,12.27,30,"1958-04-01 1987-04-01",,,,,,,,,9.2,8.71,30,"1958-04-01 1987-04-01",,,,
1988-03-01,-7.83,2.37,30,"1958-03-01 1987-03-01",85.52,3.63,30,"1958-03-01 1987-03-01",-1.24,3.12,30,"1958-03-01 1987-03-01",19.47,1.7,30,"1958-03-01 1987-03-01",-18.1,3.8,30,"1958-03-01 1987-03-01",52.8,4.85,30,"1958-03-01 1987-03-01",-14.87,4.13,30,"1958-03-01 1987-03-01",1.64,0.58,30,"1958-03-01 1987-03-01",18.53,10.05,30,"1958-03-01 1987-03-01",,,,,,,,,30.1,14.6,30,"1958-03-01 1987-03-01",,,,
1988-02-01,-13.47,4.6,30,"1958-02-01 1987-02-01",85.67,4.09,30,"1958-02-01 1987-02-01",-8.63,4.98,30,"1958-02-01 1987-02-01",18.42,1.42,30,"1958-02-01 1987-02-01",-23.9,4.97,30,"1958-02-01 1987-02-01",61.47,4.85,30,"1958-02-01 1987-02-01",-21.19,4.92,30,"1958-02-01 1987-02-01",1.37,0.58,30,"1958-02-01 1987-02-01",17.17,10.5,30,"1958-02-01 1987-02-01",,,,,,,,,32.5,12.63,30,"1958-02-01 1987-02-01",,,,
1988-01-01,-18.35,5.21,30,"1958-01-01 1987-01-01",85.88,3.34,30,"1958-01-01 1987-01-01",-14.82,5.49,30,"1958-01-01 1987-01-01",17.91,2.14,30,"1958-01-01 1987-01-01",-27.57,5.16,30,"1958-01-01 1987-01-01",67.19,4.1,30,"1958-01-01 1987-01-01",-25.34,5.65,30,"1958-01-01 1987-01-01",1.48,0.76,30,"1958-01-01 1987-01-01",22.2,11.99,30,"1958-01-01 1987-01-01",,,,,,,,,28.4,10.95,30,"1958-01-01 1987-01-01",,,,
1987-12-01,-15.51,4.68,30,"1957-12-01 1986-12-01",87.05,4.18,30,"1957-12-01 1986-12-01",-12.29,4.69,30,"1957-12-01 1986-12-01",17.35,2.24,30,"1957-12-01 1986-12-01",-24.14,4.93,30,"1957-12-01 1986-12-01",69.87,5.04,30,"1957-12-01 1986-12-01",-21.68,4.78,30,"1957-12-01 1986-12-01",1.46,0.78,30,"1957-12-01 1986-12-01",24.42,11.11,30,"1957-12-01 1986-12-01",,,,,,,,,19.3,8.32,30,"1957-12-01 1986-12-01",,,,
1987-11-01,-8.16,3.41,30,"1957-11-01 1986-11-01",89.09,3.79,30,"1957-11-01 1986-11-01",-4.4,3.48,30,"1957-11-01 1986-11-01",17.81,2.4,30,"1957-11-01 1986-11-01",-15.72,4.09,30,"1957-11-01 1986-11-01",68.81,5.24,30,"1957-11-01 1986-11-01",-13.34,3.79,30,"1957-11-01 1986-11-01",1.71,0.82,30,"1957-11-01 1986-11-01",25.33,11.96,30,"1957-11-01 1986-11-01",,,,,,,,,8,5.81,30,"1957-11-01 1986-11-01",,,,
1987-10-01,1.11,1.25,30,"1957-10-01 1986-10-01",90.1,2.83,30,"1957-10-01 1986-10-01",8.35,2.49,30,"1957-10-01 1986-10-01",20.24,2.5,30,"1957-10-01 1986-10-01",-4.79,1.63,30,"1957-10-01 1986-10-01",54.64,6.22,30,"1957-10-01 1986-10-01",-1.94,1.42,30,"1957-10-01 1986-10-01",2.05,0.75,30,"1957-10-01 1986-10-01",33.24,20.76,30,"1957-10-01 1986-10-01",,,,,,,,,0.8,0.95,30,"1957-10-01 1986-10-01",,,,
1987-09-01,6.88,1.94,30,"1957-09-01 1986-09-01",93.45,2.72,30,"1957-09-01 1986-09-01",14.8,2.56,30,"1957-09-01 1986-09-01",19.36,2.35,30,"1957-09-01 1986-09-01",0.96,1.91,30,"1957-09-01 1986-09-01",51.99,6.05,30,"1957-09-01 1986-09-01",3.11,1.77,30,"1957-09-01 1986-09-01",1.71,0.88,30,"1957-09-01 1986-09-01",53.44,29.61,30,"1957-09-01 1986-09-01",,,,,,,,,0.1,0.51,30,"1957-09-01 1986-09-01",,,,
1987-08-01,12.3,1.25,30,"1957-08-01 1986-08-01",93.82,2.85,30,"1957-08-01 1986-08-01",21.58,2.32,30,"1957-08-01 1986-08-01",19.12,1.91,30,"1957-08-01 1986-08-01",6.2,1.25,30,"1957-08-01 1986-08-01",47.37,5.95,30,"1957-08-01 1986-08-01",8.31,1.43,30,"1957-08-01 1986-08-01",1.06,0.54,30,"1957-08-01 1986-08-01",75.29,39.11,30,"1957-08-01 1986-08-01",,,,,,,,,0,0,30,"1957-08-01 1986-08-01",,,,
1987-07-01,13.2,0.94,30,"1957-07-01 1986-07-01",91.81,2.71,30,"1957-07-01 1986-07-01",23.17,1.25,30,"1957-07-01 1986-07-01",19.93,1.67,30,"1957-07-01 1986-07-01",6.96,1.19,30,"1957-07-01 1986-07-01",44.49,4.12,30,"1957-07-01 1986-07-01",9.79,1.09,30,"1957-07-01 1986-07-01",1.18,0.6,30,"1957-07-01 1986-07-01",80.64,34.13,30,"1957-07-01 1986-07-01",,,,,,,,,0,0,30,"1957-07-01 1986-07-01",,,,
1987-06-01,9.91,1.23,30,"1957-06-01 1986-06-01",88.7,4.08,30,"1957-06-01 1986-06-01",21.13,1.29,30,"1957-06-01 1986-06-01",20.95,1.93,30,"1957-06-01 1986-06-01",3.12,1.65,30,"1957-06-01 1986-06-01",39.31,5.11,30,"1957-06-01 1986-06-01",7.19,1.37,30,"1957-06-01 1986-06-01",1.42,0.72,30,"1957-06-01 1986-06-01",58.43,26.29,30,"1957-06-01 1986-06-01",,,,,,,,,0,0,30,"1957-06-01 1986-06-01",,,,
1987-05-01,4.22,1.25,30,"1957-05-01 1986-05-01",83.96,4.44,30,"1957-05-01 1986-05-01",16.77,2.21,30,"1957-05-01 1986-05-01",22.17,1.84,30,"1957-05-01 1986-05-01",-2.72,1.4,30,"1957-05-01 1986-05-01",35.08,4.99,30,"1957-05-01 1986-05-01",2.67,1.6,30,"1957-05-01 1986-05-01",1.95,0.69,30,"1957-05-01 1986-05-01",40.36,24.31,30,"1957-05-01 1986-05-01",,,,,,,,,0.1,0.32,30,"1957-05-01 1986-05-01",,,,
1987-04-01,-1.37,1.51,30,"1957-04-01 1986-04-01",84.37,4.36,30,"1957-04-01 1986-04-01",9.17,3.1,30,"1957-04-01 1986-04-01",21.65,1.86,30,"1957-04-01 1986-04-01",-8.66,1.8,30,"1957-04-01 1986-04-01",39.41,6.72,30,"1957-04-01 1986-04-01",-3.85,2.26,30,"1957-04-01 1986-04-01",2.14,0.83,30,"1957-04-01 1986-04-01",21.34,12.34,30,"1957-04-01 1986-04-01",,,,,,,,,9.1,8.75,30,"1957-04-01 1986-04-01",,,,
1987-03-01,-7.75,2.36,30,"1957-03-01 1986-03-01",85.68,3.6,30,"1957-03-01 1986-03-01",-1.15,3.12,30,"1957-03-01 1986-03-01",19.53,1.71,30,"1957-03-01 1986-03-01",-18.06,3.8,30,"1957-03-01 1986-03-01",52.66,4.89,30,"1957-03-01 1986-03-01",-14.88,4.12,30,"1957-03-01 1986-03-01",1.68,0.61,30,"1957-03-01 1986-03-01",17.68,9.47,30,"1957-03-01 1986-03-01",,,,,,,,,29.3,14.85,30,"1957-03-01 1986-03-01",,,,
1987-02-01,-13.81,4.48,30,"1957-02-01 1986-02-01",85.63,4.08,30,"1957-02-01 1986-02-01",-8.98,4.91,30,"1957-02-01 1986-02-01",18.55,1.67,30,"1957-02-01 1986-02-01",-24.31,4.72,30,"1957-02-01 1986-02-01",61.3,4.82,30,"1957-02-01 1986-02-01",-21.6,4.67,30,"1957-02-01 1986-02-01",1.38,0.58,30,"1957-02-01 1986-02-01",16.42,10.37,30,"1957-02-01 1986-02-01",,,,,,,,,31.9,13.18,30,"1957-02-01 1986-02-01",,,,
1987-01-01,-18.65,4.92,30,"1957-01-01 1986-01-01",85.63,3.67,30,"1957-01-01 1986-01-01",-15.16,5.14,30,"1957-01-01 1986-01-01",17.93,2.17,30,"1957-01-01 1986-01-01",-28.08,4.8,30,"1957-01-01 1986-01-01",66.59,5.35,30,"1957-01-01 1986-01-01",-25.68,5.25,30,"1957-01-01 1986-01-01",1.52,0.81,30,"1957-01-01 1986-01-01",21.95,12.1,30,"1957-01-01 1986-01-01",,,,,,,,,27.8,11.71,30,"1957-01-01 1986-01-01",,,,
1986-12-01,-15.8,4.46,30,"1956-12-01 1985-12-01",86.85,4.41,30,"1956-12-01 1985-12-01",-12.59,4.39,30,"1956-12-01 1985-12-01",17.35,2.25,30,"1956-12-01 1985-12-01",-24.57,4.75,30,"1956-12-01 1985-12-01",69.29,6.21,30,"1956-12-01 1985-12-01",-21.98,4.52,30,"1956-12-01 1985-12-01",1.48,0.77,30,"1956-12-01 1985-12-01",24.67,10.91,30,"1956-12-01 1985-12-01",,,,,,,,,18.7,8.51,30,"1956-12-01 1985-12-01",,,,
